Epoch,Loss,Categorical Accuracy,Diversity,Seed,Generated,Seed text,Generated text,Full text
56,0.0283,0.9995,0.3,10,20,so to know the always so is to be illumined, not to know it means to go blindly to disaster so says lao tzu in the tao te ching to,so to know the always so is to be illumined not to know it means to go blindly to disaster so says lao tzu in the tao te ching to
56,0.0283,0.9995,0.4,10,20,so to know the always so is to be illumined, not to know it means to go blindly to disaster so says lao tzu in the tao te ching to,so to know the always so is to be illumined not to know it means to go blindly to disaster so says lao tzu in the tao te ching to
56,0.0283,0.9995,0.5,10,20,so to know the always so is to be illumined, not to know it means to go blindly to disaster so says lao tzu in the tao te ching to,so to know the always so is to be illumined not to know it means to go blindly to disaster so says lao tzu in the tao te ching to
56,0.0283,0.9995,0.6,10,20,so to know the always so is to be illumined, not to know it means to go blindly to disaster so says lao tzu in the tao te ching to,so to know the always so is to be illumined not to know it means to go blindly to disaster so says lao tzu in the tao te ching to
56,0.0283,0.9995,0.7,10,20,so to know the always so is to be illumined, not to know it means to go blindly to disaster so says lao tzu in the tao te ching to,so to know the always so is to be illumined not to know it means to go blindly to disaster so says lao tzu in the tao te ching to
57,0.0245,0.9997,0.3,10,20,twenty years was locked up in a cave and every, year his devotees opened the cave once a year they'd go in to have his darshan there was no food,twenty years was locked up in a cave and every year his devotees opened the cave once a year they'd go in to have his darshan there was no food
57,0.0245,0.9997,0.4,10,20,twenty years was locked up in a cave and every, year his devotees opened the cave once a year they'd go in to have his darshan there was no food,twenty years was locked up in a cave and every year his devotees opened the cave once a year they'd go in to have his darshan there was no food
57,0.0245,0.9997,0.5,10,20,twenty years was locked up in a cave and every, year his devotees opened the cave once a year they'd go in to have his darshan there was no food,twenty years was locked up in a cave and every year his devotees opened the cave once a year they'd go in to have his darshan there was no food
57,0.0245,0.9997,0.6,10,20,twenty years was locked up in a cave and every, year his devotees opened the cave once a year they'd go in to have his darshan there was no food,twenty years was locked up in a cave and every year his devotees opened the cave once a year they'd go in to have his darshan there was no food
57,0.0245,0.9997,0.7,10,20,twenty years was locked up in a cave and every, year his devotees opened the cave once a year they'd go in to have his darshan there was no food,twenty years was locked up in a cave and every year his devotees opened the cave once a year they'd go in to have his darshan there was no food
58,0.0219,0.9998,0.3,10,20,beauty lives within them well if you attach yourself if, you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream,beauty lives within them well if you attach yourself if you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream
58,0.0219,0.9998,0.4,10,20,beauty lives within them well if you attach yourself if, you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream,beauty lives within them well if you attach yourself if you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream
58,0.0219,0.9998,0.5,10,20,beauty lives within them well if you attach yourself if, you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream,beauty lives within them well if you attach yourself if you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream
58,0.0219,0.9998,0.6,10,20,beauty lives within them well if you attach yourself if, you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream,beauty lives within them well if you attach yourself if you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream
58,0.0219,0.9998,0.7,10,20,beauty lives within them well if you attach yourself if, you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream,beauty lives within them well if you attach yourself if you crave temporal things beauty possessions achievement anything how poignant example some body looks at you seductively an ice cream
59,0.0205,0.9996,0.3,10,20,go through the final door and you go from form, into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the,go through the final door and you go from form into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the
59,0.0205,0.9996,0.4,10,20,go through the final door and you go from form, into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the,go through the final door and you go from form into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the
59,0.0205,0.9996,0.5,10,20,go through the final door and you go from form, into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the,go through the final door and you go from form into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the
59,0.0205,0.9996,0.6,10,20,go through the final door and you go from form, into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the,go through the final door and you go from form into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the
59,0.0205,0.9996,0.7,10,20,go through the final door and you go from form, into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the,go through the final door and you go from form into the formless into the void into the beyond the beyond when you have crossed the ocean of samskara the
60,0.0183,0.9997,0.3,10,20,the desire to be experiencing the bliss of being it, all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out,the desire to be experiencing the bliss of being it all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out
60,0.0183,0.9997,0.4,10,20,the desire to be experiencing the bliss of being it, all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out,the desire to be experiencing the bliss of being it all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out
60,0.0183,0.9997,0.5,10,20,the desire to be experiencing the bliss of being it, all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out,the desire to be experiencing the bliss of being it all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out
60,0.0183,0.9997,0.6,10,20,the desire to be experiencing the bliss of being it, all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out,the desire to be experiencing the bliss of being it all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out
60,0.0183,0.9997,0.7,10,20,the desire to be experiencing the bliss of being it, all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out,the desire to be experiencing the bliss of being it all of being with the divine mother the buddhists say i am talking about the non dualistic buddhists cut out
61,0.0168,0.9999,0.3,10,20,day there are the turkey and everybody has his eyes, closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat,day there are the turkey and everybody has his eyes closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat
61,0.0168,0.9999,0.4,10,20,day there are the turkey and everybody has his eyes, closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat,day there are the turkey and everybody has his eyes closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat
61,0.0168,0.9999,0.5,10,20,day there are the turkey and everybody has his eyes, closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat,day there are the turkey and everybody has his eyes closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat
61,0.0168,0.9999,0.6,10,20,day there are the turkey and everybody has his eyes, closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat,day there are the turkey and everybody has his eyes closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat
61,0.0168,0.9999,0.7,10,20,day there are the turkey and everybody has his eyes, closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat,day there are the turkey and everybody has his eyes closed saying grace and the kid is hand is already on the turkey okay let is say grace and eat
62,0.0155,0.9999,0.3,10,20,your mind is you were here all the time and, it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if,your mind is you were here all the time and it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if
62,0.0155,0.9999,0.4,10,20,your mind is you were here all the time and, it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if,your mind is you were here all the time and it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if
62,0.0155,0.9999,0.5,10,20,your mind is you were here all the time and, it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if,your mind is you were here all the time and it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if
62,0.0155,0.9999,0.6,10,20,your mind is you were here all the time and, it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if,your mind is you were here all the time and it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if
62,0.0155,0.9999,0.7,10,20,your mind is you were here all the time and, it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if,your mind is you were here all the time and it is such a cosmic joke it is so funny you are struggling so to get hereat this moment if
63,0.0145,0.9998,0.3,10,20,not have it catch it from those who have it, true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone,not have it catch it from those who have it true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone
63,0.0145,0.9998,0.4,10,20,not have it catch it from those who have it, true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone,not have it catch it from those who have it true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone
63,0.0145,0.9998,0.5,10,20,not have it catch it from those who have it, true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone,not have it catch it from those who have it true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone
63,0.0145,0.9998,0.6,10,20,not have it catch it from those who have it, true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone,not have it catch it from those who have it true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone
63,0.0145,0.9998,0.7,10,20,not have it catch it from those who have it, true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone,not have it catch it from those who have it true love is unconquerable and irresistible and it goes on gathering power and spreading itself until eventually it transforms everyone
64,0.0136,0.9999,0.3,10,20,read the entire akashic record because of our attachments to, the physical plane of reality because of the power of our identification with our own body senses and thoughts if,read the entire akashic record because of our attachments to the physical plane of reality because of the power of our identification with our own body senses and thoughts if
64,0.0136,0.9999,0.4,10,20,read the entire akashic record because of our attachments to, the physical plane of reality because of the power of our identification with our own body senses and thoughts if,read the entire akashic record because of our attachments to the physical plane of reality because of the power of our identification with our own body senses and thoughts if
64,0.0136,0.9999,0.5,10,20,read the entire akashic record because of our attachments to, the physical plane of reality because of the power of our identification with our own body senses and thoughts if,read the entire akashic record because of our attachments to the physical plane of reality because of the power of our identification with our own body senses and thoughts if
64,0.0136,0.9999,0.6,10,20,read the entire akashic record because of our attachments to, the physical plane of reality because of the power of our identification with our own body senses and thoughts if,read the entire akashic record because of our attachments to the physical plane of reality because of the power of our identification with our own body senses and thoughts if
64,0.0136,0.9999,0.7,10,20,read the entire akashic record because of our attachments to, the physical plane of reality because of the power of our identification with our own body senses and thoughts if,read the entire akashic record because of our attachments to the physical plane of reality because of the power of our identification with our own body senses and thoughts if
65,0.0139,0.9997,0.3,10,20,and dream you notice about your dreams they are very, real and yet they do not have any substance on the physical plane that is the astral plane you are,and dream you notice about your dreams they are very real and yet they do not have any substance on the physical plane that is the astral plane you are
65,0.0139,0.9997,0.4,10,20,and dream you notice about your dreams they are very, real and yet they do not have any substance on the physical plane that is the astral plane you are,and dream you notice about your dreams they are very real and yet they do not have any substance on the physical plane that is the astral plane you are
65,0.0139,0.9997,0.5,10,20,and dream you notice about your dreams they are very, real and yet they do not have any substance on the physical plane that is the astral plane you are,and dream you notice about your dreams they are very real and yet they do not have any substance on the physical plane that is the astral plane you are
65,0.0139,0.9997,0.6,10,20,and dream you notice about your dreams they are very, real and yet they do not have any substance on the physical plane that is the astral plane you are,and dream you notice about your dreams they are very real and yet they do not have any substance on the physical plane that is the astral plane you are
65,0.0139,0.9997,0.7,10,20,and dream you notice about your dreams they are very, real and yet they do not have any substance on the physical plane that is the astral plane you are,and dream you notice about your dreams they are very real and yet they do not have any substance on the physical plane that is the astral plane you are
66,0.6251,0.839,0.3,10,20,do not talk back go to bed early do not, say you have heard say if if at seeing true you are being that is real it is the same,do not talk back go to bed early do not say you have heard say if if at seeing true you are being that is real it is the same
66,0.6251,0.839,0.4,10,20,do not talk back go to bed early do not, say you have heard say if if it is not enough him obviously that could done you go or something,do not talk back go to bed early do not say you have heard say if if it is not enough him obviously that could done you go or something
66,0.6251,0.839,0.5,10,20,do not talk back go to bed early do not, get forty dirty care we cool if she to get to the here right at that is where i am,do not talk back go to bed early do not get forty dirty care we cool if she to get to the here right at that is where i am
66,0.6251,0.839,0.6,10,20,do not talk back go to bed early do not, say you have heard understand if at this extraction determined patterns obviously that is christ impure beauty to an doer,do not talk back go to bed early do not say you have heard understand if at this extraction determined patterns obviously that is christ impure beauty to an doer
66,0.6251,0.839,0.7,10,20,do not talk back go to bed early do not, say if you work cannot try but at you lecture of independent decision life not karma is very simple he,do not talk back go to bed early do not say if you work cannot try but at you lecture of independent decision life not karma is very simple he
67,0.9369,0.7506,0.3,10,20,of the snake the snake must moult the skin that, is the rate it happens you meet another person and there are qualities in that personality which offend you and,of the snake the snake must moult the skin that is the rate it happens you meet another person and there are qualities in that personality which offend you and
67,0.9369,0.7506,0.4,10,20,of the snake the snake must moult the skin that, is the rate it happens you meet another person and there are qualities in that personality which offend you and,of the snake the snake must moult the skin that is the rate it happens you meet another person and there are qualities in that personality which offend you and
67,0.9369,0.7506,0.5,10,20,of the snake the snake must moult the skin that, is the rate it happens you meet another person and there are qualities in that personality which offend you and,of the snake the snake must moult the skin that is the rate it happens you meet another person and there are qualities in that personality which offend you and
67,0.9369,0.7506,0.6,10,20,of the snake the snake must moult the skin that, is the rate it happens you meet another person and there are qualities in that personality which offend you and,of the snake the snake must moult the skin that is the rate it happens you meet another person and there are qualities in that personality which offend you and
67,0.9369,0.7506,0.7,10,20,of the snake the snake must moult the skin that, is the rate it happens you meet another trip and there are qualities idea that one of being you meet,of the snake the snake must moult the skin that is the rate it happens you meet another trip and there are qualities idea that one of being you meet
68,0.3044,0.9331,0.3,10,20,can you relate to something which is already you and, everything you have ever related to or could relate to how are you going to talk about it i met,can you relate to something which is already you and everything you have ever related to or could relate to how are you going to talk about it i met
68,0.3044,0.9331,0.4,10,20,can you relate to something which is already you and, everything you have ever related to or could relate to how are you going to talk about it i met,can you relate to something which is already you and everything you have ever related to or could relate to how are you going to talk about it i met
68,0.3044,0.9331,0.5,10,20,can you relate to something which is already you and, everything you have ever related to or could relate to how are you going to talk about it i met,can you relate to something which is already you and everything you have ever related to or could relate to how are you going to talk about it i met
68,0.3044,0.9331,0.6,10,20,can you relate to something which is already you and, everything you have ever related to or could relate to how are you going to talk it it i am,can you relate to something which is already you and everything you have ever related to or could relate to how are you going to talk it it i am
68,0.3044,0.9331,0.7,10,20,can you relate to something which is already you and, everything you have ever related to or could relate to how are you going to talk about it i met,can you relate to something which is already you and everything you have ever related to or could relate to how are you going to talk about it i met
69,0.1042,0.9877,0.3,10,20,the demons on 43rd street as well as the demons, on the astral plane are all the creations of desire all the manifestations of the divine mother are creations of,the demons on 43rd street as well as the demons on the astral plane are all the creations of desire all the manifestations of the divine mother are creations of
69,0.1042,0.9877,0.4,10,20,the demons on 43rd street as well as the demons, on the astral plane are all the creations of desire all the manifestations of the divine mother are creations of,the demons on 43rd street as well as the demons on the astral plane are all the creations of desire all the manifestations of the divine mother are creations of
69,0.1042,0.9877,0.5,10,20,the demons on 43rd street as well as the demons, on the astral plane and all the creations of desire all the manifestations of the divine mother are creations of,the demons on 43rd street as well as the demons on the astral plane and all the creations of desire all the manifestations of the divine mother are creations of
69,0.1042,0.9877,0.6,10,20,the demons on 43rd street as well as the demons, on the astral plane are all the creations of desire all the manifestations of the divine mother are creations of,the demons on 43rd street as well as the demons on the astral plane are all the creations of desire all the manifestations of the divine mother are creations of
69,0.1042,0.9877,0.7,10,20,the demons on 43rd street as well as the demons, on the astral plane are all the creations of desire all the manifestations of the divine mother are creations of,the demons on 43rd street as well as the demons on the astral plane are all the creations of desire all the manifestations of the divine mother are creations of
70,0.0429,0.9987,0.3,10,20,is a perfect servant and a lousy master i am, watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process,is a perfect servant and a lousy master i am watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process
70,0.0429,0.9987,0.4,10,20,is a perfect servant and a lousy master i am, watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process,is a perfect servant and a lousy master i am watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process
70,0.0429,0.9987,0.5,10,20,is a perfect servant and a lousy master i am, watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process,is a perfect servant and a lousy master i am watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process
70,0.0429,0.9987,0.6,10,20,is a perfect servant and a lousy master i am, watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process,is a perfect servant and a lousy master i am watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process
70,0.0429,0.9987,0.7,10,20,is a perfect servant and a lousy master i am, watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process,is a perfect servant and a lousy master i am watching he who speaks i am watching they who listen i am watching thinking thoughts are clouds the entire process
71,0.0259,0.9998,0.3,10,20,some food if i give you the external things i, am a good parent you and i can always starve together if we are backstage in the here and now,some food if i give you the external things i am a good parent you and i can always starve together if we are backstage in the here and now
71,0.0259,0.9998,0.4,10,20,some food if i give you the external things i, am a good parent you and i can always starve together if we are backstage in the here and now,some food if i give you the external things i am a good parent you and i can always starve together if we are backstage in the here and now
71,0.0259,0.9998,0.5,10,20,some food if i give you the external things i, am a good parent you and i can always starve together if we are backstage in the here and now,some food if i give you the external things i am a good parent you and i can always starve together if we are backstage in the here and now
71,0.0259,0.9998,0.6,10,20,some food if i give you the external things i, am a good parent you and i can always starve together if we are backstage in the here and now,some food if i give you the external things i am a good parent you and i can always starve together if we are backstage in the here and now
71,0.0259,0.9998,0.7,10,20,some food if i give you the external things i, am a good parent you and i can always starve together if we are backstage in the here and now,some food if i give you the external things i am a good parent you and i can always starve together if we are backstage in the here and now
72,0.0207,0.9997,0.3,10,20,go the whole suffering trip but you cannot be the, guy who is suffering do you think that when christ is lying there and they are nailing the nails in,go the whole suffering trip but you cannot be the guy who is suffering do you think that when christ is lying there and they are nailing the nails in
72,0.0207,0.9997,0.4,10,20,go the whole suffering trip but you cannot be the, guy who is suffering do you think that when christ is lying there and they are nailing the nails in,go the whole suffering trip but you cannot be the guy who is suffering do you think that when christ is lying there and they are nailing the nails in
72,0.0207,0.9997,0.5,10,20,go the whole suffering trip but you cannot be the, guy who is suffering do you think that when christ is lying there and they are nailing the nails in,go the whole suffering trip but you cannot be the guy who is suffering do you think that when christ is lying there and they are nailing the nails in
72,0.0207,0.9997,0.6,10,20,go the whole suffering trip but you cannot be the, guy who is suffering do you think that when christ is lying there and they are nailing the nails in,go the whole suffering trip but you cannot be the guy who is suffering do you think that when christ is lying there and they are nailing the nails in
72,0.0207,0.9997,0.7,10,20,go the whole suffering trip but you cannot be the, guy who is suffering do you think that when christ is lying there and they are nailing the nails in,go the whole suffering trip but you cannot be the guy who is suffering do you think that when christ is lying there and they are nailing the nails in
73,0.0174,0.9998,0.3,10,20,and now ness about it here and now is the, doorway to all that energy because if you are truthfully here and now there are no more you that is,and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are no more you that is
73,0.0174,0.9998,0.4,10,20,and now ness about it here and now is the, doorway to all that energy because if you are truthfully here and now there are no more you that is,and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are no more you that is
73,0.0174,0.9998,0.5,10,20,and now ness about it here and now is the, doorway to all that energy because if you are truthfully here and now there are no more you that is,and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are no more you that is
73,0.0174,0.9998,0.6,10,20,and now ness about it here and now is the, doorway to all that energy because if you are truthfully here and now there are no more you that is,and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are no more you that is
73,0.0174,0.9998,0.7,10,20,and now ness about it here and now is the, doorway to all that energy because if you are truthfully here and now there are no more you that is,and now ness about it here and now is the doorway to all that energy because if you are truthfully here and now there are no more you that is
74,0.0155,0.9997,0.3,10,20,what a funny place to get attached to something that, is got to go like that so buddha says the cause of suffering is attachment or desire they all say,what a funny place to get attached to something that is got to go like that so buddha says the cause of suffering is attachment or desire they all say
74,0.0155,0.9997,0.4,10,20,what a funny place to get attached to something that, is got to go like that so buddha says the cause of suffering is attachment or desire they all say,what a funny place to get attached to something that is got to go like that so buddha says the cause of suffering is attachment or desire they all say
74,0.0155,0.9997,0.5,10,20,what a funny place to get attached to something that, is got to go like that so buddha says the cause of suffering is attachment or desire they all say,what a funny place to get attached to something that is got to go like that so buddha says the cause of suffering is attachment or desire they all say
74,0.0155,0.9997,0.6,10,20,what a funny place to get attached to something that, is got to go like that so buddha says the cause of suffering is attachment or desire they all say,what a funny place to get attached to something that is got to go like that so buddha says the cause of suffering is attachment or desire they all say
74,0.0155,0.9997,0.7,10,20,what a funny place to get attached to something that, is got to go like that so buddha says the cause of suffering is attachment or desire they all say,what a funny place to get attached to something that is got to go like that so buddha says the cause of suffering is attachment or desire they all say
75,0.014,0.9998,0.3,10,20,of view they are not the essence of the matter, at all but they are that which is speakable of it is a little like that persian story where nasruddin,of view they are not the essence of the matter at all but they are that which is speakable of it is a little like that persian story where nasruddin
75,0.014,0.9998,0.4,10,20,of view they are not the essence of the matter, at all but they are that which is speakable of it is a little like that persian story where nasruddin,of view they are not the essence of the matter at all but they are that which is speakable of it is a little like that persian story where nasruddin
75,0.014,0.9998,0.5,10,20,of view they are not the essence of the matter, at all but they are that which is speakable of it is a little like that persian story where nasruddin,of view they are not the essence of the matter at all but they are that which is speakable of it is a little like that persian story where nasruddin
75,0.014,0.9998,0.6,10,20,of view they are not the essence of the matter, at all but they are that which is speakable of it is a little like that persian story where nasruddin,of view they are not the essence of the matter at all but they are that which is speakable of it is a little like that persian story where nasruddin
75,0.014,0.9998,0.7,10,20,of view they are not the essence of the matter, at all but they are that which is speakable of it is a little like that persian story where nasruddin,of view they are not the essence of the matter at all but they are that which is speakable of it is a little like that persian story where nasruddin
76,0.0127,0.9999,0.3,10,20,to happen that way we are talking about a metamorphosis, we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i,to happen that way we are talking about a metamorphosis we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i
76,0.0127,0.9999,0.4,10,20,to happen that way we are talking about a metamorphosis, we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i,to happen that way we are talking about a metamorphosis we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i
76,0.0127,0.9999,0.5,10,20,to happen that way we are talking about a metamorphosis, we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i,to happen that way we are talking about a metamorphosis we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i
76,0.0127,0.9999,0.6,10,20,to happen that way we are talking about a metamorphosis, we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i,to happen that way we are talking about a metamorphosis we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i
76,0.0127,0.9999,0.7,10,20,to happen that way we are talking about a metamorphosis, we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i,to happen that way we are talking about a metamorphosis we are talking about going from a caterpillar to butterfly we are talking about how to become a butterfly i
77,0.0118,0.9998,0.3,10,20,part of it you have gone and you have gotten, the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is,part of it you have gone and you have gotten the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is
77,0.0118,0.9998,0.4,10,20,part of it you have gone and you have gotten, the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is,part of it you have gone and you have gotten the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is
77,0.0118,0.9998,0.5,10,20,part of it you have gone and you have gotten, the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is,part of it you have gone and you have gotten the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is
77,0.0118,0.9998,0.6,10,20,part of it you have gone and you have gotten, the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is,part of it you have gone and you have gotten the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is
77,0.0118,0.9998,0.7,10,20,part of it you have gone and you have gotten, the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is,part of it you have gone and you have gotten the liberation and then you are right here chopping wood and carrying water this chopping wood and carrying water is
78,0.0109,0.9998,0.3,10,20,very beautiful high being steve durkee a visionary artist a, very beautiful guy his wife and child and i would have a day off it would be saturday and we,very beautiful high being steve durkee a visionary artist a very beautiful guy his wife and child and i would have a day off it would be saturday and we
78,0.0109,0.9998,0.4,10,20,very beautiful high being steve durkee a visionary artist a, very beautiful guy his wife and child and i would have a day off it would be saturday and we,very beautiful high being steve durkee a visionary artist a very beautiful guy his wife and child and i would have a day off it would be saturday and we
78,0.0109,0.9998,0.5,10,20,very beautiful high being steve durkee a visionary artist a, very beautiful guy his wife and child and i would have a day off it would be saturday and we,very beautiful high being steve durkee a visionary artist a very beautiful guy his wife and child and i would have a day off it would be saturday and we
78,0.0109,0.9998,0.6,10,20,very beautiful high being steve durkee a visionary artist a, very beautiful guy his wife and child and i would have a day off it would be saturday and we,very beautiful high being steve durkee a visionary artist a very beautiful guy his wife and child and i would have a day off it would be saturday and we
78,0.0109,0.9998,0.7,10,20,very beautiful high being steve durkee a visionary artist a, very beautiful guy his wife and child and i would have a day off it would be saturday and we,very beautiful high being steve durkee a visionary artist a very beautiful guy his wife and child and i would have a day off it would be saturday and we
79,0.0102,0.9999,0.3,10,20,senses behind your thoughts and if you can go back, in far enough you will see everything you have identified with him you will see your own personality your own,senses behind your thoughts and if you can go back in far enough you will see everything you have identified with him you will see your own personality your own
79,0.0102,0.9999,0.4,10,20,senses behind your thoughts and if you can go back, in far enough you will see everything you have identified with him you will see your own personality your own,senses behind your thoughts and if you can go back in far enough you will see everything you have identified with him you will see your own personality your own
79,0.0102,0.9999,0.5,10,20,senses behind your thoughts and if you can go back, in far enough you will see everything you have identified with him you will see your own personality your own,senses behind your thoughts and if you can go back in far enough you will see everything you have identified with him you will see your own personality your own
79,0.0102,0.9999,0.6,10,20,senses behind your thoughts and if you can go back, in far enough you will see everything you have identified with him you will see your own personality your own,senses behind your thoughts and if you can go back in far enough you will see everything you have identified with him you will see your own personality your own
79,0.0102,0.9999,0.7,10,20,senses behind your thoughts and if you can go back, in far enough you will see everything you have identified with him you will see your own personality your own,senses behind your thoughts and if you can go back in far enough you will see everything you have identified with him you will see your own personality your own
80,0.0095,0.9998,0.3,10,20,am special and when i say to him sure man, you are christ and i am christ too he says you do not understand and when he is out he,am special and when i say to him sure man you are christ and i am christ too he says you do not understand and when he is out he
80,0.0095,0.9998,0.4,10,20,am special and when i say to him sure man, you are christ and i am christ too he says you do not understand and when he is out he,am special and when i say to him sure man you are christ and i am christ too he says you do not understand and when he is out he
80,0.0095,0.9998,0.5,10,20,am special and when i say to him sure man, you are christ and i am christ too he says you do not understand and when he is out he,am special and when i say to him sure man you are christ and i am christ too he says you do not understand and when he is out he
80,0.0095,0.9998,0.6,10,20,am special and when i say to him sure man, you are christ and i am christ too he says you do not understand and when he is out he,am special and when i say to him sure man you are christ and i am christ too he says you do not understand and when he is out he
80,0.0095,0.9998,0.7,10,20,am special and when i say to him sure man, you are christ and i am christ too he says you do not understand and when he is out he,am special and when i say to him sure man you are christ and i am christ too he says you do not understand and when he is out he
81,0.0089,0.9998,0.3,10,20,fast as he can shovel it he is got every, sensual gratification he can possibly desire and it is not enough because there are no here and now ness about,fast as he can shovel it he is got every sensual gratification he can possibly desire and it is not enough because there are no here and now ness about
81,0.0089,0.9998,0.4,10,20,fast as he can shovel it he is got every, sensual gratification he can possibly desire and it is not enough because there are no here and now ness about,fast as he can shovel it he is got every sensual gratification he can possibly desire and it is not enough because there are no here and now ness about
81,0.0089,0.9998,0.5,10,20,fast as he can shovel it he is got every, sensual gratification he can possibly desire and it is not enough because there are no here and now ness about,fast as he can shovel it he is got every sensual gratification he can possibly desire and it is not enough because there are no here and now ness about
81,0.0089,0.9998,0.6,10,20,fast as he can shovel it he is got every, sensual gratification he can possibly desire and it is not enough because there are no here and now ness about,fast as he can shovel it he is got every sensual gratification he can possibly desire and it is not enough because there are no here and now ness about
